MMC Company ID,Account / Practice,Assigned PL,Tier,Wave,Practice Type,Referral Evidence Band,2026 Spine Patients,2026 Total B2B Patients,Known Referring Providers (2026 referral match),Linked People (MMC),Payer Class (heuristic),Payer Detail,Payer Basis / Status,Payer Line for PL,Visit Message
23a703a6-5bde-4887-845c-b78a61128817,The Family Doctor,Coty,Tier 1,Wave 1,PCP,Repeat Spine Referrer,2,3,"Keith Mckenzie, MD (1 spine) · Claudia Pop, MD (1 spine)",6,COMM-LIKELY,PCP — commercial/Medicare-likely; confirm HMO share (BCN/HAP/McLaren/Priority HMO need PCP referral — we handle that),Heuristic — verify — intake (Kelly) verifies Tier 1 first; NOT confirmed,Payer: commercial/Medicare-likely — HMO referrals handled with your staff.,"Thank you for trusting us with the care of your patients (Dr. Mckenzie's referrals especially). OPEN: what could we do better — access, notes back, anything? MESSAGE: same-week access still holds for your patients; your patients with back or neck pain get seen the same week — imaging, conservative care, interventional and surgical under one roof, and we handle HMO referral paperwork with your staff. ASK: anything pending right now we can get seen this week?"
ebcb6f7a-eb6b-4759-81d9-516e3dc36b67,Medical Clinic of Northville,Kristen,Tier 1,Wave 1,PCP,Repeat Spine Referrer,2,18,"Ross A Summers, MD (1 spine) · Cheryl Anne Johnstone, MD (1 spine) · Mirella F Ducu, MD (5 ortho) · Mirella Ducu, MD (3 ortho) · Ross Summers, MD (2 ortho) · Lauren Cislo, PA (1 ortho)",6,COMM-LIKELY,PCP — commercial/Medicare-likely; confirm HMO share (BCN/HAP/McLaren/Priority HMO need PCP referral — we handle that),Heuristic — verify — intake (Kelly) verifies Tier 1 first; NOT confirmed,Payer: commercial/Medicare-likely — HMO referrals handled with your staff.,"Thank you for trusting us with the care of your patients (Dr. Summers's referrals especially). OPEN: what could we do better — access, notes back, anything? MESSAGE: same-week access still holds for your patients; your patients with back or neck pain get seen the same week — imaging, conservative care, interventional and surgical under one roof, and we handle HMO referral paperwork with your staff. ASK: anything pending right now we can get seen this week?"
00-761-7874,Powers Family Medicine,Kristen,Tier 1,Wave 1,PCP,Repeat Spine Referrer,2,3,"Sommer Shefferly, PA-C (2 spine) · William John Powers, DO (1 ortho)",3,COMM-LIKELY,PCP — commercial/Medicare-likely; confirm HMO share (BCN/HAP/McLaren/Priority HMO need PCP referral — we handle that),Heuristic — verify — intake (Kelly) verifies Tier 1 first; NOT confirmed,Payer: commercial/Medicare-likely — HMO referrals handled with your staff.,"Thank you for trusting us with the care of your patients (Sommer Shefferly's referrals especially). OPEN: what could we do better — access, notes back, anything? MESSAGE: same-week access still holds for your patients; your patients with back or neck pain get seen the same week — imaging, conservative care, interventional and surgical under one roof, and we handle HMO referral paperwork with your staff. ASK: anything pending right now we can get seen this week?"
1d143d90-6122-41e7-ae14-c14d4e4317b4,Frank Lanzilote DO-Family Practice,Jasmine,Tier 1,Wave 1,PCP,Repeat Spine Referrer,2,23,"Pooja Kodali, MD (2 spine)",2,COMM-LIKELY,PCP — commercial/Medicare-likely; confirm HMO share (BCN/HAP/McLaren/Priority HMO need PCP referral — we handle that),Heuristic — verify — intake (Kelly) verifies Tier 1 first; NOT confirmed,Payer: commercial/Medicare-likely — HMO referrals handled with your staff.,"Thank you for trusting us with the care of your patients (Dr. Kodali's referrals especially). OPEN: what could we do better — access, notes back, anything? MESSAGE: same-week access still holds for your patients; your patients with back or neck pain get seen the same week — imaging, conservative care, interventional and surgical under one roof, and we handle HMO referral paperwork with your staff. ASK: anything pending right now we can get seen this week?"
1952660706,Oakland Primary Care,Coty,Tier 1,Wave 1,PCP,Repeat Spine Referrer,2,6,"Jason I Soffa, DO (2 spine) · Uroob Rahman, MD (1 ortho) · Ryan Smith DO (1 ortho) · Jason Soffa, DO (1 ortho)",14,COMM-LIKELY,PCP — commercial/Medicare-likely; confirm HMO share (BCN/HAP/McLaren/Priority HMO need PCP referral — we handle that),Heuristic — verify — intake (Kelly) verifies Tier 1 first; NOT confirmed,Payer: commercial/Medicare-likely — HMO referrals handled with your staff.,"Thank you for trusting us with the care of your patients (Dr. Soffa's referrals especially). OPEN: what could we do better — access, notes back, anything? MESSAGE: same-week access still holds for your patients; your patients with back or neck pain get seen the same week — imaging, conservative care, interventional and surgical under one roof, and we handle HMO referral paperwork with your staff. ASK: anything pending right now we can get seen this week?"
eebb725b-b031-43b9-a3d7-bfa83d77bc18,MedPro Primary Care,Kristen,Tier 1,Wave 1,Urgent Care,Repeat Spine Referrer,2,4,"Jaclyn Weber, PA (2 spine) · Samantha Demarce, NP (1 ortho)",8,MIXED-WALKIN,Walk-in panel — mixed payers; qualified with intake screening,Heuristic — verify — intake (Kelly) verifies Tier 1 first; NOT confirmed,Payer: walk-in mix — intake screens each referral; commercial/Medicare flow same-week.,"Thank you for trusting us with the care of your patients (Jaclyn Weber's referrals especially). OPEN: what could we do better — access, notes back, anything? MESSAGE: same-week access still holds for your patients; an acute back/neck pathway: your discharge sheet can book a spine evaluation the same week — one number, we take it from there. ASK: anything pending right now we can get seen this week?"
60-080-4525,Metro Medical Practice,Kristen,Tier 1,Wave 1,PCP,Repeat Spine Referrer,2,3,"Alicja Bernarda Nerga, MD (2 spine)",5,COMM-LIKELY,PCP — commercial/Medicare-likely; confirm HMO share (BCN/HAP/McLaren/Priority HMO need PCP referral — we handle that),Heuristic — verify — intake (Kelly) verifies Tier 1 first; NOT confirmed,Payer: commercial/Medicare-likely — HMO referrals handled with your staff.,"Thank you for trusting us with the care of your patients (Dr. Nerga's referrals especially). OPEN: what could we do better — access, notes back, anything? MESSAGE: same-week access still holds for your patients; your patients with back or neck pain get seen the same week — imaging, conservative care, interventional and surgical under one roof, and we handle HMO referral paperwork with your staff. ASK: anything pending right now we can get seen this week?"
40477f1c-8f50-4f86-8e7e-a5431b7f2fe6,MNP,Kristen,Tier 1,Wave 1,PCP,Repeat Spine Referrer,2,11,"Kasheena Shropshire, NP (2 spine)",1,COMM-LIKELY,PCP — commercial/Medicare-likely; confirm HMO share (BCN/HAP/McLaren/Priority HMO need PCP referral — we handle that),Heuristic — verify — intake (Kelly) verifies Tier 1 first; NOT confirmed,Payer: commercial/Medicare-likely — HMO referrals handled with your staff.,"Thank you for trusting us with the care of your patients (Kasheena Shropshire's referrals especially). OPEN: what could we do better — access, notes back, anything? MESSAGE: same-week access still holds for your patients; your patients with back or neck pain get seen the same week — imaging, conservative care, interventional and surgical under one roof, and we handle HMO referral paperwork with your staff. ASK: anything pending right now we can get seen this week?"
13ba57d5-6bc6-4d44-8d40-efd8e7131d2e,Oakland Family Practice,Kristen,Tier 1,Wave 1,PCP,Repeat Spine Referrer,2,17,"Zachary Kranz, DO (2 spine) · Ronald Hirsch, DO (5 ortho) · Keith Hoffman Msw (3 ortho) · Rachel Hetzner D, NP (2 ortho) · Michelle Millman Fnp-c (1 ortho)",14,COMM-LIKELY,PCP — commercial/Medicare-likely; confirm HMO share (BCN/HAP/McLaren/Priority HMO need PCP referral — we handle that),Heuristic — verify — intake (Kelly) verifies Tier 1 first; NOT confirmed,Payer: commercial/Medicare-likely — HMO referrals handled with your staff.,"Thank you for trusting us with the care of your patients (Dr. Kranz's referrals especially). OPEN: what could we do better — access, notes back, anything? MESSAGE: same-week access still holds for your patients; your patients with back or neck pain get seen the same week — imaging, conservative care, interventional and surgical under one roof, and we handle HMO referral paperwork with your staff. ASK: anything pending right now we can get seen this week?"
8a6ae159-0242-4272-b933-bd11fc117733,Village Medical Farmington,Kristen,Tier 1,Wave 1,PCP,Repeat Spine Referrer,2,4,"Sandra Sabb, MD (1 spine) · Sheldon L Stern, DO (1 spine) · Sheldon Stern, DO",8,COMM-LIKELY,PCP — commercial/Medicare-likely; confirm HMO share (BCN/HAP/McLaren/Priority HMO need PCP referral — we handle that),Heuristic — verify — intake (Kelly) verifies Tier 1 first; NOT confirmed,Payer: commercial/Medicare-likely — HMO referrals handled with your staff.,"Thank you for trusting us with the care of your patients (Dr. Sabb's referrals especially). OPEN: what could we do better — access, notes back, anything? MESSAGE: same-week access still holds for your patients; your patients with back or neck pain get seen the same week — imaging, conservative care, interventional and surgical under one roof, and we handle HMO referral paperwork with your staff. ASK: anything pending right now we can get seen this week?"
11ed7e07-a278-4fda-90ea-e3baede80121,Chronic Pain Institute,Coty,Tier 1,Wave 1,Pain,Repeat Spine Referrer,2,2,"Kuldip S Deogun, MD (2 spine)",1,COMM-LIKELY,Private specialty practice — commercial/Medicare-likely (QUALIFIED); confirm,Heuristic — verify — intake (Kelly) verifies Tier 1 first; NOT confirmed,Payer: commercial/Medicare-likely — HMO referrals handled with your staff.,"Thank you for trusting us with the care of your patients (Dr. Deogun's referrals especially). OPEN: what could we do better — access, notes back, anything? MESSAGE: same-week access still holds for your patients; two-way partnership — we send conservative-first candidates to you, you send surgical-escalation candidates to our spine surgeons; both get seen same-week. ASK: anything pending right now we can get seen this week?"
5ba2b7d1-0a31-458d-95a0-4ba47f0574a0,MEDPRO PRIMARY CARE - Waltz Rd,Coty,Tier 1,Wave 1,Pain,Repeat Spine Referrer,2,2,"Ashleigh Finazzo, PA-C (2 spine)",8,COMM-LIKELY,Private specialty practice — commercial/Medicare-likely (QUALIFIED); confirm,Heuristic — verify — intake (Kelly) verifies Tier 1 first; NOT confirmed,Payer: commercial/Medicare-likely — HMO referrals handled with your staff.,"Thank you for trusting us with the care of your patients (Ashleigh Finazzo's referrals especially). OPEN: what could we do better — access, notes back, anything? MESSAGE: same-week access still holds for your patients; two-way partnership — we send conservative-first candidates to you, you send surgical-escalation candidates to our spine surgeons; both get seen same-week. ASK: anything pending right now we can get seen this week?"
fe708f7e-ac39-4cb4-91fb-ef244909b360,Carson Center Specialty,Kristen,Tier 1,Wave 1,PCP,Repeat Spine Referrer,2,3,"Yeva Soskina, MD (2 spine)",1,COMM-LIKELY,PCP — commercial/Medicare-likely; confirm HMO share (BCN/HAP/McLaren/Priority HMO need PCP referral — we handle that),Heuristic — verify — intake (Kelly) verifies Tier 1 first; NOT confirmed,Payer: commercial/Medicare-likely — HMO referrals handled with your staff.,"Thank you for trusting us with the care of your patients (Dr. Soskina's referrals especially). OPEN: what could we do better — access, notes back, anything? MESSAGE: same-week access still holds for your patients; your patients with back or neck pain get seen the same week — imaging, conservative care, interventional and surgical under one roof, and we handle HMO referral paperwork with your staff. ASK: anything pending right now we can get seen this week?"
cc6d8767-1fad-4a5b-b658-38a67ea47a1c,"FARMINGTON HILLS  FAMILY PHYSICIANS, PLLC",Kristen,Tier 1,Wave 1,PCP,Repeat Spine Referrer,2,2,"Mutahhar Ahmad, MD (2 spine)",1,COMM-LIKELY,PCP — commercial/Medicare-likely; confirm HMO share (BCN/HAP/McLaren/Priority HMO need PCP referral — we handle that),Heuristic — verify — intake (Kelly) verifies Tier 1 first; NOT confirmed,Payer: commercial/Medicare-likely — HMO referrals handled with your staff.,"Thank you for trusting us with the care of your patients (Dr. Ahmad's referrals especially). OPEN: what could we do better — access, notes back, anything? MESSAGE: same-week access still holds for your patients; your patients with back or neck pain get seen the same week — imaging, conservative care, interventional and surgical under one roof, and we handle HMO referral paperwork with your staff. ASK: anything pending right now we can get seen this week?"
d1393500-eb13-4514-9e0b-427f872ffa8b,Ivy Rehab - Farmington,Kristen,Tier 1,Wave 1,PT,Repeat Spine Referrer,2,3,"Andrea Aliseo D, PT (2 spine)",1,COMM-LIKELY,Private specialty practice — commercial/Medicare-likely (QUALIFIED); confirm,Heuristic — verify — intake (Kelly) verifies Tier 1 first; NOT confirmed,Payer: commercial/Medicare-likely — HMO referrals handled with your staff.,"Thank you for trusting us with the care of your patients (Andrea Aliseo D's referrals especially). OPEN: what could we do better — access, notes back, anything? MESSAGE: same-week access still holds for your patients; for patients whose progress stalls, a spine consult with imaging same-week — then straight back to your plan of care with clear notes. ASK: anything pending right now we can get seen this week?"
